"Notes"	"County"	"County Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Kane County, IL"	"17089"	"Non-Hispanic Black"	"7"	"1996"	"1996"	Suppressed	475	Suppressed
	"Kane County, IL"	"17089"	"Non-Hispanic Black"	"7"	"1997"	"1997"	11	484	22.73 (Unreliable)
	"Kane County, IL"	"17089"	"Non-Hispanic Black"	"7"	"1998"	"1998"	Suppressed	493	Suppressed
	"Lake County, IL"	"17097"	"Mexican"	"2148-5"	"1995"	"1995"	14	1645	8.51 (Unreliable)
	"Lake County, IL"	"17097"	"Mexican"	"2148-5"	"1996"	"1996"	12	1725	6.96 (Unreliable)
	"Lake County, IL"	"17097"	"Mexican"	"2148-5"	"1997"	"1997"	13	1778	7.31 (Unreliable)
	"Lake County, IL"	"17097"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	1949	Suppressed
	"Lake County, IL"	"17097"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	106	Suppressed
	"Lake County, IL"	"17097"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	97	Suppressed
	"Lake County, IL"	"17097"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	100	Suppressed
	"Lake County, IL"	"17097"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	121	Suppressed
	"Lake County, IL"	"17097"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	14	Suppressed
	"Lake County, IL"	"17097"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Lake County, IL"	"17097"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	15	Suppressed
	"Lake County, IL"	"17097"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Lake County, IL"	"17097"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	118	Suppressed
	"Lake County, IL"	"17097"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	120	Suppressed
	"Lake County, IL"	"17097"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	123	Suppressed
	"Lake County, IL"	"17097"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	142	Suppressed
	"Lake County, IL"	"17097"	"Non-Hispanic White"	"6"	"1995"	"1995"	42	7068	5.94
	"Lake County, IL"	"17097"	"Non-Hispanic White"	"6"	"1996"	"1996"	29	6862	4.23
	"Lake County, IL"	"17097"	"Non-Hispanic White"	"6"	"1997"	"1997"	34	6850	4.96
	"Lake County, IL"	"17097"	"Non-Hispanic White"	"6"	"1998"	"1998"	27	6917	3.90
	"Lake County, IL"	"17097"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	810	Suppressed
	"Lake County, IL"	"17097"	"Non-Hispanic Black"	"7"	"1996"	"1996"	13	767	16.95 (Unreliable)
	"Lake County, IL"	"17097"	"Non-Hispanic Black"	"7"	"1997"	"1997"	11	787	13.98 (Unreliable)
	"Lake County, IL"	"17097"	"Non-Hispanic Black"	"7"	"1998"	"1998"	15	810	18.52 (Unreliable)
	"St. Clair County, IL"	"17163"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	59	Suppressed
	"St. Clair County, IL"	"17163"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	72	Suppressed
	"St. Clair County, IL"	"17163"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	66	Suppressed
	"St. Clair County, IL"	"17163"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	66	Suppressed
	"St. Clair County, IL"	"17163"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	13	Suppressed
	"St. Clair County, IL"	"17163"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"St. Clair County, IL"	"17163"	"Non-Hispanic White"	"6"	"1995"	"1995"	17	2254	7.54 (Unreliable)
	"St. Clair County, IL"	"17163"	"Non-Hispanic White"	"6"	"1996"	"1996"	21	2199	9.55
	"St. Clair County, IL"	"17163"	"Non-Hispanic White"	"6"	"1997"	"1997"	Suppressed	2059	Suppressed
	"St. Clair County, IL"	"17163"	"Non-Hispanic White"	"6"	"1998"	"1998"	10	2131	4.69 (Unreliable)
	"St. Clair County, IL"	"17163"	"Non-Hispanic Black"	"7"	"1995"	"1995"	18	1646	10.94 (Unreliable)
	"St. Clair County, IL"	"17163"	"Non-Hispanic Black"	"7"	"1996"	"1996"	27	1560	17.31
	"St. Clair County, IL"	"17163"	"Non-Hispanic Black"	"7"	"1997"	"1997"	17	1467	11.59 (Unreliable)
	"St. Clair County, IL"	"17163"	"Non-Hispanic Black"	"7"	"1998"	"1998"	31	1526	20.31
	"Will County, IL"	"17197"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	574	Suppressed
	"Will County, IL"	"17197"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	607	Suppressed
	"Will County, IL"	"17197"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	656	Suppressed
	"Will County, IL"	"17197"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	727	Suppressed
	"Will County, IL"	"17197"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	25	Suppressed
	"Will County, IL"	"17197"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	14	Suppressed
	"Will County, IL"	"17197"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	28	Suppressed
	"Will County, IL"	"17197"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	35	Suppressed
	"Will County, IL"	"17197"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Will County, IL"	"17197"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Will County, IL"	"17197"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Will County, IL"	"17197"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Will County, IL"	"17197"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	11	Suppressed
	"Will County, IL"	"17197"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Will County, IL"	"17197"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Will County, IL"	"17197"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	13	Suppressed
	"Will County, IL"	"17197"	"Non-Hispanic White"	"6"	"1995"	"1995"	30	5187	5.78
	"Will County, IL"	"17197"	"Non-Hispanic White"	"6"	"1996"	"1996"	32	5188	6.17
	"Will County, IL"	"17197"	"Non-Hispanic White"	"6"	"1997"	"1997"	34	5223	6.51
	"Will County, IL"	"17197"	"Non-Hispanic White"	"6"	"1998"	"1998"	48	5600	8.57
	"Will County, IL"	"17197"	"Non-Hispanic Black"	"7"	"1995"	"1995"	12	702	17.09 (Unreliable)
	"Will County, IL"	"17197"	"Non-Hispanic Black"	"7"	"1996"	"1996"	11	757	14.53 (Unreliable)
	"Will County, IL"	"17197"	"Non-Hispanic Black"	"7"	"1997"	"1997"	17	800	21.25 (Unreliable)
	"Will County, IL"	"17197"	"Non-Hispanic Black"	"7"	"1998"	"1998"	19	829	22.92 (Unreliable)
	"Winnebago County, IL"	"17201"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	276	Suppressed
	"Winnebago County, IL"	"17201"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	333	Suppressed
	"Winnebago County, IL"	"17201"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	319	Suppressed
	"Winnebago County, IL"	"17201"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	401	Suppressed
	"Winnebago County, IL"	"17201"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	10	Suppressed
	"Winnebago County, IL"	"17201"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Winnebago County, IL"	"17201"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	12	Suppressed
	"Winnebago County, IL"	"17201"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	11	Suppressed
	"Winnebago County, IL"	"17201"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Winnebago County, IL"	"17201"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Winnebago County, IL"	"17201"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Winnebago County, IL"	"17201"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Winnebago County, IL"	"17201"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	10	Suppressed
	"Winnebago County, IL"	"17201"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	11	Suppressed
	"Winnebago County, IL"	"17201"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	20	Suppressed
	"Winnebago County, IL"	"17201"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	15	Suppressed
	"Winnebago County, IL"	"17201"	"Non-Hispanic White"	"6"	"1995"	"1995"	23	2968	7.75
	"Winnebago County, IL"	"17201"	"Non-Hispanic White"	"6"	"1996"	"1996"	20	2854	7.01
	"Winnebago County, IL"	"17201"	"Non-Hispanic White"	"6"	"1997"	"1997"	14	2809	4.98 (Unreliable)
	"Winnebago County, IL"	"17201"	"Non-Hispanic White"	"6"	"1998"	"1998"	17	2850	5.96 (Unreliable)
	"Winnebago County, IL"	"17201"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	516	Suppressed
	"Winnebago County, IL"	"17201"	"Non-Hispanic Black"	"7"	"1996"	"1996"	11	569	19.33 (Unreliable)
	"Winnebago County, IL"	"17201"	"Non-Hispanic Black"	"7"	"1997"	"1997"	Suppressed	561	Suppressed
	"Winnebago County, IL"	"17201"	"Non-Hispanic Black"	"7"	"1998"	"1998"	Suppressed	581	Suppressed
	"Unidentified Counties, IL"	"17999"	"Mexican"	"2148-5"	"1995"	"1995"	12	1509	7.95 (Unreliable)
	"Unidentified Counties, IL"	"17999"	"Mexican"	"2148-5"	"1996"	"1996"	12	1648	7.28 (Unreliable)
	"Unidentified Counties, IL"	"17999"	"Mexican"	"2148-5"	"1997"	"1997"	14	1736	8.06 (Unreliable)
	"Unidentified Counties, IL"	"17999"	"Mexican"	"2148-5"	"1998"	"1998"	11	1861	5.91 (Unreliable)
	"Unidentified Counties, IL"	"17999"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	75	Suppressed
	"Unidentified Counties, IL"	"17999"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	57	Suppressed
	"Unidentified Counties, IL"	"17999"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	71	Suppressed
	"Unidentified Counties, IL"	"17999"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	87	Suppressed
	"Unidentified Counties, IL"	"17999"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	12	Suppressed
	"Unidentified Counties, IL"	"17999"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	11	Suppressed
	"Unidentified Counties, IL"	"17999"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, IL"	"17999"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	18	Suppressed
	"Unidentified Counties, IL"	"17999"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	66	Suppressed
	"Unidentified Counties, IL"	"17999"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	47	Suppressed
	"Unidentified Counties, IL"	"17999"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	63	Suppressed
	"Unidentified Counties, IL"	"17999"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	52	Suppressed
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic White"	"6"	"1995"	"1995"	326	44216	7.37
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic White"	"6"	"1996"	"1996"	279	44037	6.34
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic White"	"6"	"1997"	"1997"	288	43509	6.62
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic White"	"6"	"1998"	"1998"	289	43877	6.59
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic Black"	"7"	"1995"	"1995"	62	3758	16.50
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic Black"	"7"	"1996"	"1996"	63	3738	16.85
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic Black"	"7"	"1997"	"1997"	67	3704	18.09
	"Unidentified Counties, IL"	"17999"	"Non-Hispanic Black"	"7"	"1998"	"1998"	59	3749	15.74
	"Allen County, IN"	"18003"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	135	Suppressed
	"Allen County, IN"	"18003"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	137	Suppressed
	"Allen County, IN"	"18003"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	164	Suppressed
	"Allen County, IN"	"18003"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	203	Suppressed
	"Allen County, IN"	"18003"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	11	Suppressed
	"Allen County, IN"	"18003"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	10	Suppressed
	"Allen County, IN"	"18003"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Allen County, IN"	"18003"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	10	Suppressed
	"Allen County, IN"	"18003"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	11	Suppressed
	"Allen County, IN"	"18003"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	26	Suppressed
	"Allen County, IN"	"18003"	"Non-Hispanic White"	"6"	"1995"	"1995"	22	3923	5.61
	"Allen County, IN"	"18003"	"Non-Hispanic White"	"6"	"1996"	"1996"	16	3816	4.19 (Unreliable)
	"Allen County, IN"	"18003"	"Non-Hispanic White"	"6"	"1997"	"1997"	21	3911	5.37
	"Allen County, IN"	"18003"	"Non-Hispanic White"	"6"	"1998"	"1998"	28	3931	7.12
	"Allen County, IN"	"18003"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	725	Suppressed
	"Allen County, IN"	"18003"	"Non-Hispanic Black"	"7"	"1996"	"1996"	Suppressed	691	Suppressed
	"Allen County, IN"	"18003"	"Non-Hispanic Black"	"7"	"1997"	"1997"	14	781	17.93 (Unreliable)
	"Allen County, IN"	"18003"	"Non-Hispanic Black"	"7"	"1998"	"1998"	18	757	23.78 (Unreliable)
	"Lake County, IN"	"18089"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	742	Suppressed
	"Lake County, IN"	"18089"	"Mexican"	"2148-5"	"1996"	"1996"	10	745	13.42 (Unreliable)
	"Lake County, IN"	"18089"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	809	Suppressed
	"Lake County, IN"	"18089"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	817	Suppressed
	"Lake County, IN"	"18089"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	176	Suppressed
	"Lake County, IN"	"18089"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	176	Suppressed
	"Lake County, IN"	"18089"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	201	Suppressed
	"Lake County, IN"	"18089"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	186	Suppressed
	"Lake County, IN"	"18089"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Lake County, IN"	"18089"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Lake County, IN"	"18089"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Lake County, IN"	"18089"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Lake County, IN"	"18089"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	18	Suppressed
	"Lake County, IN"	"18089"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	15	Suppressed
	"Lake County, IN"	"18089"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Lake County, IN"	"18089"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	29	Suppressed
	"Lake County, IN"	"18089"	"Non-Hispanic White"	"6"	"1995"	"1995"	27	3975	6.79
	"Lake County, IN"	"18089"	"Non-Hispanic White"	"6"	"1996"	"1996"	24	3774	6.36
	"Lake County, IN"	"18089"	"Non-Hispanic White"	"6"	"1997"	"1997"	29	3620	8.01
	"Lake County, IN"	"18089"	"Non-Hispanic White"	"6"	"1998"	"1998"	20	3660	5.46
	"Lake County, IN"	"18089"	"Non-Hispanic Black"	"7"	"1995"	"1995"	45	2280	19.74
	"Lake County, IN"	"18089"	"Non-Hispanic Black"	"7"	"1996"	"1996"	38	2228	17.06
	"Lake County, IN"	"18089"	"Non-Hispanic Black"	"7"	"1997"	"1997"	27	2161	12.49
	"Lake County, IN"	"18089"	"Non-Hispanic Black"	"7"	"1998"	"1998"	43	2332	18.44
	"Marion County, IN"	"18097"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	136	Suppressed
	"Marion County, IN"	"18097"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	228	Suppressed
	"Marion County, IN"	"18097"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	322	Suppressed
	"Marion County, IN"	"18097"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	417	Suppressed
	"Marion County, IN"	"18097"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	20	Suppressed
	"Marion County, IN"	"18097"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	21	Suppressed
	"Marion County, IN"	"18097"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	23	Suppressed
	"Marion County, IN"	"18097"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	28	Suppressed
	"Marion County, IN"	"18097"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Marion County, IN"	"18097"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Marion County, IN"	"18097"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Marion County, IN"	"18097"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Marion County, IN"	"18097"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	29	Suppressed
	"Marion County, IN"	"18097"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	26	Suppressed
	"Marion County, IN"	"18097"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	66	Suppressed
	"Marion County, IN"	"18097"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	94	Suppressed
	"Marion County, IN"	"18097"	"Non-Hispanic White"	"6"	"1995"	"1995"	82	9927	8.26
	"Marion County, IN"	"18097"	"Non-Hispanic White"	"6"	"1996"	"1996"	74	9806	7.55
	"Marion County, IN"	"18097"	"Non-Hispanic White"	"6"	"1997"	"1997"	82	9570	8.57
	"Marion County, IN"	"18097"	"Non-Hispanic White"	"6"	"1998"	"1998"	57	9297	6.13
	"Marion County, IN"	"18097"	"Non-Hispanic Black"	"7"	"1995"	"1995"	46	3517	13.08
	"Marion County, IN"	"18097"	"Non-Hispanic Black"	"7"	"1996"	"1996"	60	3592	16.70
	"Marion County, IN"	"18097"	"Non-Hispanic Black"	"7"	"1997"	"1997"	52	3625	14.34
	"Marion County, IN"	"18097"	"Non-Hispanic Black"	"7"	"1998"	"1998"	48	3754	12.79
	"Unidentified Counties, IN"	"18999"	"Mexican"	"2148-5"	"1995"	"1995"	11	908	12.11 (Unreliable)
	"Unidentified Counties, IN"	"18999"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	1197	Suppressed
	"Unidentified Counties, IN"	"18999"	"Mexican"	"2148-5"	"1997"	"1997"	11	1356	8.11 (Unreliable)
	"Unidentified Counties, IN"	"18999"	"Mexican"	"2148-5"	"1998"	"1998"	12	1498	8.01 (Unreliable)
	"Unidentified Counties, IN"	"18999"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	69	Suppressed
	"Unidentified Counties, IN"	"18999"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	50	Suppressed
	"Unidentified Counties, IN"	"18999"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	73	Suppressed
	"Unidentified Counties, IN"	"18999"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	77	Suppressed
	"Unidentified Counties, IN"	"18999"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, IN"	"18999"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	10	Suppressed
	"Unidentified Counties, IN"	"18999"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, IN"	"18999"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Unidentified Counties, IN"	"18999"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	78	Suppressed
	"Unidentified Counties, IN"	"18999"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	86	Suppressed
	"Unidentified Counties, IN"	"18999"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	124	Suppressed
	"Unidentified Counties, IN"	"18999"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	188	Suppressed
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic White"	"6"	"1995"	"1995"	388	52700	7.36
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic White"	"6"	"1996"	"1996"	421	53143	7.92
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic White"	"6"	"1997"	"1997"	391	52739	7.41
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic White"	"6"	"1998"	"1998"	363	53754	6.75
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic Black"	"7"	"1995"	"1995"	42	2152	19.52
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic Black"	"7"	"1996"	"1996"	38	2248	16.90
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic Black"	"7"	"1997"	"1997"	31	2182	14.21
	"Unidentified Counties, IN"	"18999"	"Non-Hispanic Black"	"7"	"1998"	"1998"	30	2379	12.61
	"Polk County, IA"	"19153"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	142	Suppressed
	"Polk County, IA"	"19153"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	237	Suppressed
	"Polk County, IA"	"19153"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	285	Suppressed
	"Polk County, IA"	"19153"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	294	Suppressed
	"Polk County, IA"	"19153"	"Puerto Rican"	"2180-8"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Puerto Rican"	"2180-8"	"1996"	"1996"	Suppressed	12	Suppressed
	"Polk County, IA"	"19153"	"Puerto Rican"	"2180-8"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Puerto Rican"	"2180-8"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Cuban"	"2182-4"	"1995"	"1995"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Cuban"	"2182-4"	"1996"	"1996"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Cuban"	"2182-4"	"1997"	"1997"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Cuban"	"2182-4"	"1998"	"1998"	Suppressed	Suppressed	Suppressed
	"Polk County, IA"	"19153"	"Central or South American"	"4"	"1995"	"1995"	Suppressed	37	Suppressed
	"Polk County, IA"	"19153"	"Central or South American"	"4"	"1996"	"1996"	Suppressed	51	Suppressed
	"Polk County, IA"	"19153"	"Central or South American"	"4"	"1997"	"1997"	Suppressed	59	Suppressed
	"Polk County, IA"	"19153"	"Central or South American"	"4"	"1998"	"1998"	Suppressed	68	Suppressed
	"Polk County, IA"	"19153"	"Non-Hispanic White"	"6"	"1995"	"1995"	44	4613	9.54
	"Polk County, IA"	"19153"	"Non-Hispanic White"	"6"	"1996"	"1996"	24	4663	5.15
	"Polk County, IA"	"19153"	"Non-Hispanic White"	"6"	"1997"	"1997"	22	4554	4.83
	"Polk County, IA"	"19153"	"Non-Hispanic White"	"6"	"1998"	"1998"	37	4742	7.80
	"Polk County, IA"	"19153"	"Non-Hispanic Black"	"7"	"1995"	"1995"	Suppressed	300	Suppressed
	"Polk County, IA"	"19153"	"Non-Hispanic Black"	"7"	"1996"	"1996"	10	281	35.59 (Unreliable)
	"Polk County, IA"	"19153"	"Non-Hispanic Black"	"7"	"1997"	"1997"	Suppressed	324	Suppressed
	"Polk County, IA"	"19153"	"Non-Hispanic Black"	"7"	"1998"	"1998"	Suppressed	318	Suppressed
	"Unidentified Counties, IA"	"19999"	"Mexican"	"2148-5"	"1995"	"1995"	Suppressed	867	Suppressed
	"Unidentified Counties, IA"	"19999"	"Mexican"	"2148-5"	"1996"	"1996"	Suppressed	927	Suppressed
	"Unidentified Counties, IA"	"19999"	"Mexican"	"2148-5"	"1997"	"1997"	Suppressed	1011	Suppressed
	"Unidentified Counties, IA"	"19999"	"Mexican"	"2148-5"	"1998"	"1998"	Suppressed	1093	Suppressed
