"Notes"	"State"	"State Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Hawaii"	"15"	"Non-Hispanic White"	"6"	"2004"	"2004"	17	4319	3.94 (Unreliable)
	"Hawaii"	"15"	"Non-Hispanic White"	"6"	"2005"	"2005"	15	4194	3.58 (Unreliable)
	"Hawaii"	"15"	"Non-Hispanic White"	"6"	"2006"	"2006"	16	4586	3.49 (Unreliable)
	"Hawaii"	"15"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	483	Suppressed
	"Hawaii"	"15"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	483	Suppressed
	"Hawaii"	"15"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	409	Suppressed
	"Hawaii"	"15"	"Non-Hispanic Black"	"7"	"2006"	"2006"	15	499	30.06 (Unreliable)
	"Idaho"	"16"	"Mexican"	"2148-5"	"2003"	"2003"	12	2349	5.11 (Unreliable)
	"Idaho"	"16"	"Mexican"	"2148-5"	"2004"	"2004"	16	2779	5.76 (Unreliable)
	"Idaho"	"16"	"Mexican"	"2148-5"	"2005"	"2005"	21	2981	7.04
	"Idaho"	"16"	"Mexican"	"2148-5"	"2006"	"2006"	28	3214	8.71
	"Idaho"	"16"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	26	Suppressed
	"Idaho"	"16"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	25	Suppressed
	"Idaho"	"16"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	34	Suppressed
	"Idaho"	"16"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	65	Suppressed
	"Idaho"	"16"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	92	Suppressed
	"Idaho"	"16"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	91	Suppressed
	"Idaho"	"16"	"Non-Hispanic White"	"6"	"2003"	"2003"	113	17923	6.30
	"Idaho"	"16"	"Non-Hispanic White"	"6"	"2004"	"2004"	112	18296	6.12
	"Idaho"	"16"	"Non-Hispanic White"	"6"	"2005"	"2005"	109	18627	5.85
	"Idaho"	"16"	"Non-Hispanic White"	"6"	"2006"	"2006"	117	19496	6.00
	"Idaho"	"16"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	103	Suppressed
	"Idaho"	"16"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	90	Suppressed
	"Idaho"	"16"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	120	Suppressed
	"Idaho"	"16"	"Non-Hispanic Black"	"7"	"2006"	"2006"	Suppressed	120	Suppressed
	"Illinois"	"17"	"Mexican"	"2148-5"	"2003"	"2003"	214	35891	5.96
	"Illinois"	"17"	"Mexican"	"2148-5"	"2004"	"2004"	222	36096	6.15
	"Illinois"	"17"	"Mexican"	"2148-5"	"2005"	"2005"	207	36942	5.60
	"Illinois"	"17"	"Mexican"	"2148-5"	"2006"	"2006"	234	37291	6.27
	"Illinois"	"17"	"Puerto Rican"	"2180-8"	"2003"	"2003"	21	2701	7.77
	"Illinois"	"17"	"Puerto Rican"	"2180-8"	"2004"	"2004"	21	2616	8.03
	"Illinois"	"17"	"Puerto Rican"	"2180-8"	"2005"	"2005"	33	2629	12.55
	"Illinois"	"17"	"Puerto Rican"	"2180-8"	"2006"	"2006"	27	2753	9.81
	"Illinois"	"17"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	192	Suppressed
	"Illinois"	"17"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	195	Suppressed
	"Illinois"	"17"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	175	Suppressed
	"Illinois"	"17"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	192	Suppressed
	"Illinois"	"17"	"Central or South American"	"4"	"2003"	"2003"	12	1864	6.44 (Unreliable)
	"Illinois"	"17"	"Central or South American"	"4"	"2004"	"2004"	11	1737	6.33 (Unreliable)
	"Illinois"	"17"	"Central or South American"	"4"	"2005"	"2005"	10	1759	5.69 (Unreliable)
	"Illinois"	"17"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	1903	Suppressed
	"Illinois"	"17"	"Non-Hispanic White"	"6"	"2003"	"2003"	610	99565	6.13
	"Illinois"	"17"	"Non-Hispanic White"	"6"	"2004"	"2004"	589	97915	6.02
	"Illinois"	"17"	"Non-Hispanic White"	"6"	"2005"	"2005"	545	95694	5.70
	"Illinois"	"17"	"Non-Hispanic White"	"6"	"2006"	"2006"	564	95208	5.92
	"Illinois"	"17"	"Non-Hispanic Black"	"7"	"2003"	"2003"	494	31303	15.78
	"Illinois"	"17"	"Non-Hispanic Black"	"7"	"2004"	"2004"	459	30732	14.94
	"Illinois"	"17"	"Non-Hispanic Black"	"7"	"2005"	"2005"	460	30411	15.13
	"Illinois"	"17"	"Non-Hispanic Black"	"7"	"2006"	"2006"	411	31207	13.17
	"Indiana"	"18"	"Mexican"	"2148-5"	"2003"	"2003"	30	5861	5.12
	"Indiana"	"18"	"Mexican"	"2148-5"	"2004"	"2004"	46	6318	7.28
	"Indiana"	"18"	"Mexican"	"2148-5"	"2005"	"2005"	47	6992	6.72
	"Indiana"	"18"	"Mexican"	"2148-5"	"2006"	"2006"	38	7168	5.30
	"Indiana"	"18"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	298	Suppressed
	"Indiana"	"18"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	253	Suppressed
	"Indiana"	"18"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	325	Suppressed
	"Indiana"	"18"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	301	Suppressed
	"Indiana"	"18"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	23	Suppressed
	"Indiana"	"18"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	24	Suppressed
	"Indiana"	"18"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	19	Suppressed
	"Indiana"	"18"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	34	Suppressed
	"Indiana"	"18"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	465	Suppressed
	"Indiana"	"18"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	536	Suppressed
	"Indiana"	"18"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	625	Suppressed
	"Indiana"	"18"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	770	Suppressed
	"Indiana"	"18"	"Non-Hispanic White"	"6"	"2003"	"2003"	483	68511	7.05
	"Indiana"	"18"	"Non-Hispanic White"	"6"	"2004"	"2004"	468	68352	6.85
	"Indiana"	"18"	"Non-Hispanic White"	"6"	"2005"	"2005"	492	67491	7.29
	"Indiana"	"18"	"Non-Hispanic White"	"6"	"2006"	"2006"	464	67951	6.83
	"Indiana"	"18"	"Non-Hispanic Black"	"7"	"2003"	"2003"	138	9327	14.80
	"Indiana"	"18"	"Non-Hispanic Black"	"7"	"2004"	"2004"	149	9579	15.55
	"Indiana"	"18"	"Non-Hispanic Black"	"7"	"2005"	"2005"	147	9796	15.01
	"Indiana"	"18"	"Non-Hispanic Black"	"7"	"2006"	"2006"	183	10374	17.64
	"Iowa"	"19"	"Mexican"	"2148-5"	"2003"	"2003"	14	2012	6.96 (Unreliable)
	"Iowa"	"19"	"Mexican"	"2148-5"	"2004"	"2004"	10	2245	4.45 (Unreliable)
	"Iowa"	"19"	"Mexican"	"2148-5"	"2005"	"2005"	Suppressed	2486	Suppressed
	"Iowa"	"19"	"Mexican"	"2148-5"	"2006"	"2006"	17	2565	6.63 (Unreliable)
	"Iowa"	"19"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	60	Suppressed
	"Iowa"	"19"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	50	Suppressed
	"Iowa"	"19"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	63	Suppressed
	"Iowa"	"19"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	71	Suppressed
	"Iowa"	"19"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Iowa"	"19"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Iowa"	"19"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Iowa"	"19"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Iowa"	"19"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	361	Suppressed
	"Iowa"	"19"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	423	Suppressed
	"Iowa"	"19"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	466	Suppressed
	"Iowa"	"19"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	487	Suppressed
	"Iowa"	"19"	"Non-Hispanic White"	"6"	"2003"	"2003"	173	33185	5.21
	"Iowa"	"19"	"Non-Hispanic White"	"6"	"2004"	"2004"	163	32859	4.96
	"Iowa"	"19"	"Non-Hispanic White"	"6"	"2005"	"2005"	173	33452	5.17
	"Iowa"	"19"	"Non-Hispanic White"	"6"	"2006"	"2006"	164	34511	4.75
	"Iowa"	"19"	"Non-Hispanic Black"	"7"	"2003"	"2003"	21	1264	16.61
	"Iowa"	"19"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	1459	Suppressed
	"Iowa"	"19"	"Non-Hispanic Black"	"7"	"2005"	"2005"	16	1479	10.82 (Unreliable)
	"Iowa"	"19"	"Non-Hispanic Black"	"7"	"2006"	"2006"	12	1585	7.57 (Unreliable)
	"Kansas"	"20"	"Mexican"	"2148-5"	"2003"	"2003"	29	4489	6.46
	"Kansas"	"20"	"Mexican"	"2148-5"	"2004"	"2004"	24	4538	5.29
	"Kansas"	"20"	"Mexican"	"2148-5"	"2005"	"2005"	32	4698	6.81
	"Kansas"	"20"	"Mexican"	"2148-5"	"2006"	"2006"	34	5036	6.75
	"Kansas"	"20"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	102	Suppressed
	"Kansas"	"20"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	97	Suppressed
	"Kansas"	"20"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	99	Suppressed
	"Kansas"	"20"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	123	Suppressed
	"Kansas"	"20"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	18	Suppressed
	"Kansas"	"20"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	25	Suppressed
	"Kansas"	"20"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	19	Suppressed
	"Kansas"	"20"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	22	Suppressed
	"Kansas"	"20"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	319	Suppressed
	"Kansas"	"20"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	325	Suppressed
	"Kansas"	"20"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	438	Suppressed
	"Kansas"	"20"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	515	Suppressed
	"Kansas"	"20"	"Non-Hispanic White"	"6"	"2003"	"2003"	183	29230	6.26
	"Kansas"	"20"	"Non-Hispanic White"	"6"	"2004"	"2004"	206	29275	7.04
	"Kansas"	"20"	"Non-Hispanic White"	"6"	"2005"	"2005"	196	29296	6.69
	"Kansas"	"20"	"Non-Hispanic White"	"6"	"2006"	"2006"	195	29673	6.57
	"Kansas"	"20"	"Non-Hispanic Black"	"7"	"2003"	"2003"	37	2725	13.58
	"Kansas"	"20"	"Non-Hispanic Black"	"7"	"2004"	"2004"	39	2764	14.11
	"Kansas"	"20"	"Non-Hispanic Black"	"7"	"2005"	"2005"	43	2819	15.25
	"Kansas"	"20"	"Non-Hispanic Black"	"7"	"2006"	"2006"	41	2994	13.69
	"Kentucky"	"21"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	1465	Suppressed
	"Kentucky"	"21"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	1548	Suppressed
	"Kentucky"	"21"	"Mexican"	"2148-5"	"2005"	"2005"	17	1741	9.76 (Unreliable)
	"Kentucky"	"21"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	1988	Suppressed
	"Kentucky"	"21"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	104	Suppressed
	"Kentucky"	"21"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	116	Suppressed
	"Kentucky"	"21"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	133	Suppressed
	"Kentucky"	"21"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	135	Suppressed
	"Kentucky"	"21"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	91	Suppressed
	"Kentucky"	"21"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	102	Suppressed
	"Kentucky"	"21"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	100	Suppressed
	"Kentucky"	"21"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	110	Suppressed
	"Kentucky"	"21"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	259	Suppressed
	"Kentucky"	"21"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	214	Suppressed
	"Kentucky"	"21"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	223	Suppressed
	"Kentucky"	"21"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	301	Suppressed
	"Kentucky"	"21"	"Non-Hispanic White"	"6"	"2003"	"2003"	313	47570	6.58
	"Kentucky"	"21"	"Non-Hispanic White"	"6"	"2004"	"2004"	303	47894	6.33
	"Kentucky"	"21"	"Non-Hispanic White"	"6"	"2005"	"2005"	297	48209	6.16
	"Kentucky"	"21"	"Non-Hispanic White"	"6"	"2006"	"2006"	341	49224	6.93
	"Kentucky"	"21"	"Non-Hispanic Black"	"7"	"2003"	"2003"	45	4812	9.35
	"Kentucky"	"21"	"Non-Hispanic Black"	"7"	"2004"	"2004"	58	4740	12.24
	"Kentucky"	"21"	"Non-Hispanic Black"	"7"	"2005"	"2005"	54	4841	11.15
	"Kentucky"	"21"	"Non-Hispanic Black"	"7"	"2006"	"2006"	74	5251	14.09
	"Louisiana"	"22"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	673	Suppressed
	"Louisiana"	"22"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	852	Suppressed
	"Louisiana"	"22"	"Mexican"	"2148-5"	"2005"	"2005"	10	883	11.33 (Unreliable)
	"Louisiana"	"22"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	1178	Suppressed
	"Louisiana"	"22"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	95	Suppressed
	"Louisiana"	"22"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	108	Suppressed
	"Louisiana"	"22"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	120	Suppressed
	"Louisiana"	"22"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	121	Suppressed
	"Louisiana"	"22"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	84	Suppressed
	"Louisiana"	"22"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	75	Suppressed
	"Louisiana"	"22"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	77	Suppressed
	"Louisiana"	"22"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	60	Suppressed
	"Louisiana"	"22"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	160	Suppressed
	"Louisiana"	"22"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	113	Suppressed
	"Louisiana"	"22"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	472	Suppressed
	"Louisiana"	"22"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	860	Suppressed
	"Louisiana"	"22"	"Non-Hispanic White"	"6"	"2003"	"2003"	231	35729	6.47
	"Louisiana"	"22"	"Non-Hispanic White"	"6"	"2004"	"2004"	273	35198	7.76
	"Louisiana"	"22"	"Non-Hispanic White"	"6"	"2005"	"2005"	238	33656	7.07
	"Louisiana"	"22"	"Non-Hispanic White"	"6"	"2006"	"2006"	219	35223	6.22
	"Louisiana"	"22"	"Non-Hispanic Black"	"7"	"2003"	"2003"	352	26144	13.46
	"Louisiana"	"22"	"Non-Hispanic Black"	"7"	"2004"	"2004"	380	26626	14.27
	"Louisiana"	"22"	"Non-Hispanic Black"	"7"	"2005"	"2005"	338	23964	14.10
	"Louisiana"	"22"	"Non-Hispanic Black"	"7"	"2006"	"2006"	382	24271	15.74
	"Maine"	"23"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	29	Suppressed
	"Maine"	"23"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	33	Suppressed
	"Maine"	"23"	"Mexican"	"2148-5"	"2005"	"2005"	Suppressed	38	Suppressed
	"Maine"	"23"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	46	Suppressed
	"Maine"	"23"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	30	Suppressed
	"Maine"	"23"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	29	Suppressed
	"Maine"	"23"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	31	Suppressed
	"Maine"	"23"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	18	Suppressed
	"Maine"	"23"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	Suppressed	Suppressed
	"Maine"	"23"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	Suppressed	Suppressed
	"Maine"	"23"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	Suppressed	Suppressed
	"Maine"	"23"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	Suppressed	Suppressed
	"Maine"	"23"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	38	Suppressed
	"Maine"	"23"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	43	Suppressed
	"Maine"	"23"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	30	Suppressed
	"Maine"	"23"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	24	Suppressed
	"Maine"	"23"	"Non-Hispanic White"	"6"	"2003"	"2003"	67	13153	5.09
	"Maine"	"23"	"Non-Hispanic White"	"6"	"2004"	"2004"	70	13143	5.33
	"Maine"	"23"	"Non-Hispanic White"	"6"	"2005"	"2005"	91	13315	6.83
	"Maine"	"23"	"Non-Hispanic White"	"6"	"2006"	"2006"	84	13298	6.32
	"Maine"	"23"	"Non-Hispanic Black"	"7"	"2003"	"2003"	Suppressed	176	Suppressed
	"Maine"	"23"	"Non-Hispanic Black"	"7"	"2004"	"2004"	Suppressed	217	Suppressed
	"Maine"	"23"	"Non-Hispanic Black"	"7"	"2005"	"2005"	Suppressed	256	Suppressed
	"Maine"	"23"	"Non-Hispanic Black"	"7"	"2006"	"2006"	Suppressed	292	Suppressed
	"Maryland"	"24"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	1599	Suppressed
	"Maryland"	"24"	"Mexican"	"2148-5"	"2004"	"2004"	11	1624	6.77 (Unreliable)
	"Maryland"	"24"	"Mexican"	"2148-5"	"2005"	"2005"	18	1961	9.18 (Unreliable)
	"Maryland"	"24"	"Mexican"	"2148-5"	"2006"	"2006"	10	2160	4.63 (Unreliable)
	"Maryland"	"24"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	375	Suppressed
	"Maryland"	"24"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	416	Suppressed
	"Maryland"	"24"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	423	Suppressed
	"Maryland"	"24"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	445	Suppressed
	"Maryland"	"24"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	63	Suppressed
	"Maryland"	"24"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	75	Suppressed
	"Maryland"	"24"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	57	Suppressed
	"Maryland"	"24"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	64	Suppressed
	"Maryland"	"24"	"Central or South American"	"4"	"2003"	"2003"	30	4543	6.60
	"Maryland"	"24"	"Central or South American"	"4"	"2004"	"2004"	26	5144	5.05
	"Maryland"	"24"	"Central or South American"	"4"	"2005"	"2005"	23	5902	3.90
	"Maryland"	"24"	"Central or South American"	"4"	"2006"	"2006"	28	7046	3.97
	"Maryland"	"24"	"Non-Hispanic White"	"6"	"2003"	"2003"	200	39234	5.10
	"Maryland"	"24"	"Non-Hispanic White"	"6"	"2004"	"2004"	214	38069	5.62
	"Maryland"	"24"	"Non-Hispanic White"	"6"	"2005"	"2005"	182	37072	4.91
	"Maryland"	"24"	"Non-Hispanic White"	"6"	"2006"	"2006"	226	37016	6.11
	"Maryland"	"24"	"Non-Hispanic Black"	"7"	"2003"	"2003"	352	24125	14.59
	"Maryland"	"24"	"Non-Hispanic Black"	"7"	"2004"	"2004"	346	24152	14.33
	"Maryland"	"24"	"Non-Hispanic Black"	"7"	"2005"	"2005"	293	24321	12.05
	"Maryland"	"24"	"Non-Hispanic Black"	"7"	"2006"	"2006"	317	25397	12.48
	"Massachusetts"	"25"	"Mexican"	"2148-5"	"2003"	"2003"	Suppressed	499	Suppressed
	"Massachusetts"	"25"	"Mexican"	"2148-5"	"2004"	"2004"	Suppressed	518	Suppressed
	"Massachusetts"	"25"	"Mexican"	"2148-5"	"2005"	"2005"	Suppressed	534	Suppressed
	"Massachusetts"	"25"	"Mexican"	"2148-5"	"2006"	"2006"	Suppressed	493	Suppressed
	"Massachusetts"	"25"	"Puerto Rican"	"2180-8"	"2003"	"2003"	27	4334	6.23
	"Massachusetts"	"25"	"Puerto Rican"	"2180-8"	"2004"	"2004"	39	4299	9.07
	"Massachusetts"	"25"	"Puerto Rican"	"2180-8"	"2005"	"2005"	38	4439	8.56
	"Massachusetts"	"25"	"Puerto Rican"	"2180-8"	"2006"	"2006"	38	4614	8.24
	"Massachusetts"	"25"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	78	Suppressed
	"Massachusetts"	"25"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	67	Suppressed
	"Massachusetts"	"25"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	63	Suppressed
	"Massachusetts"	"25"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	69	Suppressed
	"Massachusetts"	"25"	"Central or South American"	"4"	"2003"	"2003"	23	4708	4.89
	"Massachusetts"	"25"	"Central or South American"	"4"	"2004"	"2004"	31	4728	6.56
	"Massachusetts"	"25"	"Central or South American"	"4"	"2005"	"2005"	24	4859	4.94
	"Massachusetts"	"25"	"Central or South American"	"4"	"2006"	"2006"	17	5300	3.21 (Unreliable)
	"Massachusetts"	"25"	"Non-Hispanic White"	"6"	"2003"	"2003"	229	57884	3.96
	"Massachusetts"	"25"	"Non-Hispanic White"	"6"	"2004"	"2004"	206	55662	3.70
	"Massachusetts"	"25"	"Non-Hispanic White"	"6"	"2005"	"2005"	231	53923	4.28
	"Massachusetts"	"25"	"Non-Hispanic White"	"6"	"2006"	"2006"	216	53645	4.03
	"Massachusetts"	"25"	"Non-Hispanic Black"	"7"	"2003"	"2003"	69	6579	10.49
	"Massachusetts"	"25"	"Non-Hispanic Black"	"7"	"2004"	"2004"	70	6713	10.43
	"Massachusetts"	"25"	"Non-Hispanic Black"	"7"	"2005"	"2005"	62	6754	9.18
	"Massachusetts"	"25"	"Non-Hispanic Black"	"7"	"2006"	"2006"	80	7104	11.26
	"Michigan"	"26"	"Mexican"	"2148-5"	"2003"	"2003"	44	6221	7.07
	"Michigan"	"26"	"Mexican"	"2148-5"	"2004"	"2004"	34	6390	5.32
	"Michigan"	"26"	"Mexican"	"2148-5"	"2005"	"2005"	64	6932	9.23
	"Michigan"	"26"	"Mexican"	"2148-5"	"2006"	"2006"	40	6944	5.76
	"Michigan"	"26"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	382	Suppressed
	"Michigan"	"26"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	410	Suppressed
	"Michigan"	"26"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	470	Suppressed
	"Michigan"	"26"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	506	Suppressed
	"Michigan"	"26"	"Cuban"	"2182-4"	"2003"	"2003"	Suppressed	91	Suppressed
	"Michigan"	"26"	"Cuban"	"2182-4"	"2004"	"2004"	Suppressed	70	Suppressed
	"Michigan"	"26"	"Cuban"	"2182-4"	"2005"	"2005"	Suppressed	94	Suppressed
	"Michigan"	"26"	"Cuban"	"2182-4"	"2006"	"2006"	Suppressed	107	Suppressed
	"Michigan"	"26"	"Central or South American"	"4"	"2003"	"2003"	Suppressed	499	Suppressed
	"Michigan"	"26"	"Central or South American"	"4"	"2004"	"2004"	Suppressed	513	Suppressed
	"Michigan"	"26"	"Central or South American"	"4"	"2005"	"2005"	Suppressed	615	Suppressed
	"Michigan"	"26"	"Central or South American"	"4"	"2006"	"2006"	Suppressed	672	Suppressed
	"Michigan"	"26"	"Non-Hispanic White"	"6"	"2003"	"2003"	645	93636	6.89
	"Michigan"	"26"	"Non-Hispanic White"	"6"	"2004"	"2004"	523	91117	5.74
	"Michigan"	"26"	"Non-Hispanic White"	"6"	"2005"	"2005"	512	88214	5.80
	"Michigan"	"26"	"Non-Hispanic White"	"6"	"2006"	"2006"	494	87157	5.67
	"Michigan"	"26"	"Non-Hispanic Black"	"7"	"2003"	"2003"	367	22312	16.45
	"Michigan"	"26"	"Non-Hispanic Black"	"7"	"2004"	"2004"	362	22240	16.28
	"Michigan"	"26"	"Non-Hispanic Black"	"7"	"2005"	"2005"	363	22133	16.40
	"Michigan"	"26"	"Non-Hispanic Black"	"7"	"2006"	"2006"	325	22680	14.33
	"Minnesota"	"27"	"Mexican"	"2148-5"	"2003"	"2003"	14	3684	3.80 (Unreliable)
	"Minnesota"	"27"	"Mexican"	"2148-5"	"2004"	"2004"	14	4024	3.48 (Unreliable)
	"Minnesota"	"27"	"Mexican"	"2148-5"	"2005"	"2005"	17	4087	4.16 (Unreliable)
	"Minnesota"	"27"	"Mexican"	"2148-5"	"2006"	"2006"	16	4407	3.63 (Unreliable)
	"Minnesota"	"27"	"Puerto Rican"	"2180-8"	"2003"	"2003"	Suppressed	100	Suppressed
	"Minnesota"	"27"	"Puerto Rican"	"2180-8"	"2004"	"2004"	Suppressed	120	Suppressed
	"Minnesota"	"27"	"Puerto Rican"	"2180-8"	"2005"	"2005"	Suppressed	100	Suppressed
	"Minnesota"	"27"	"Puerto Rican"	"2180-8"	"2006"	"2006"	Suppressed	119	Suppressed
